Id,Churn
0,0.0396242093658531
1,0.7341747348123888
2,0.7809754729107437
3,0.0199318013835719
4,0.0062244224484972
5,0.1007158783189918
6,0.3869998228424165
7,0.3811434592232724
8,0.0433371041070024
9,0.3099542345518071
10,0.2203694486420425
11,0.1782859034697744
12,0.2896271607781553
13,0.1651857576367869
14,0.0123348672886742
15,0.0295422633037788
16,0.1832264597410199
17,0.2652892320460172
18,0.0150792702358104
19,0.0211275032177885
20,0.1564593938222371
21,0.0123752021797866
22,0.7759152536135322
23,0.4605736680088324
24,0.1572111326473898
25,0.3243807150578538
26,0.1256984956618819
27,0.0235252324271866
28,0.0399117251580158
29,0.0059077732219955
30,0.4123856506916468
31,0.3012845103065373
32,0.7138017314727657
33,0.536115301059911
34,0.0645351881209148
35,0.0330182661797947
36,0.3979682521305369
37,0.0405382511152569
38,0.1247849235038676
39,0.0538472665049959
40,0.3841432771070832
41,0.5764896252537715
42,0.4095449605798693
43,0.2261209130100506
44,0.4491607509802262
45,0.3665405396645508
46,0.2498473741838104
47,0.1191325580621722
48,0.176403847782599
49,0.1827602896546493
50,0.4086662392891224
51,0.8509917088682051
52,0.2419871808976151
53,0.1106121567426959
54,0.3205786784752503
55,0.0109765846159896
56,0.0215031823841668
57,0.4854129243708144
58,0.7176239570617707
59,0.1595741036285236
60,0.0246720310811683
61,0.4748980266651116
62,0.1286157693971935
63,0.2972457654357779
64,0.6934649870436927
65,0.0096166921741221
66,0.1784249230705475
67,0.6217144846424725
68,0.0159790722579592
69,0.4243163014561539
70,0.7212894403547341
71,0.6025050420773344
72,0.0629115352647326
73,0.3568463410305552
74,0.7172696854100571
75,0.0257419161458895
76,0.2176435509997072
77,0.0235412292161441
78,0.1671965789294
79,0.0155967110701263
80,0.4117203854391806
81,0.8044235944451801
82,0.736846946750026
83,0.1327291008357082
84,0.2043496345946489
85,0.0463527910669248
86,0.0796817891369017
87,0.3673609008538682
88,0.2764468093604131
89,0.2638875039634062
90,0.1795787746922389
91,0.1044649850665778
92,0.7334167528824144
93,0.7719535595588687
94,0.006887192960804
95,0.0333462517444374
96,0.1014816119183215
97,0.4923089197391351
98,0.2836375795911907
99,0.4472686588325251
100,0.0353651978421179
101,0.8369246630542436
102,0.0070133051558832
103,0.7810020817827772
104,0.0083502650284638
105,0.6473510249406684
106,0.1518005326584019
107,0.1568843552298573
108,0.0218667966821435
109,0.1484716316916556
110,0.1651517039070789
111,0.1326817036819067
112,0.6391746937430453
113,0.2476373503307729
114,0.0142775964244774
115,0.7714895997098387
116,0.0358610156717268
117,0.0114029357873596
118,0.0216589276441418
119,0.5055871705448833
120,0.0902096028018946
121,0.1088499812260712
122,0.3519728666585374
123,0.3512305871565631
124,0.1447625887600938
125,0.2552665552477746
126,0.7363923875293238
127,0.2758767886423655
128,0.3043988349435809
129,0.2131697769029703
130,0.0794663595059256
131,0.0492671704783383
132,0.0079936101399949
133,0.0348240500336095
134,0.3168065495716527
135,0.0535701182139183
136,0.0458090211414244
137,0.0122923391370242
138,0.0693232453047141
139,0.0771223455441807
140,0.0170382714691704
141,0.021299484248613
142,0.1002351444121638
143,0.0998055207813708
144,0.2401690377527928
145,0.1670875788249803
146,0.3984538135671115
147,0.0122236820945508
148,0.0144275698999018
149,0.6275642360666416
150,0.0345289604690558
151,0.6280284596665332
152,0.2706997818698277
153,0.0138796272863534
154,0.2316119432294066
155,0.7099756414911736
156,0.0199127874327771
157,0.1391374208031371
158,0.0564937680736364
159,0.0944137284661943
160,0.3433090681984974
161,0.5847694342863039
162,0.1168773496068398
163,0.0242674609020848
164,0.631141500603319
165,0.1041450864241741
166,0.0563058319097785
167,0.1428844050468417
168,0.0194844959829473
169,0.5745424917641793
170,0.8206770980895993
171,0.0284151261358429
172,0.6521038463043731
173,0.3106037428514828
174,0.1293575702899563
175,0.4167062965024047
176,0.0666814394084238
177,0.0145956222996604
178,0.0217243222395664
179,0.6613257589568106
180,0.1576345250787537
181,0.0802300708557625
182,0.0538039856131923
183,0.0730019931215391
184,0.159791553668215
185,0.0180828168798652
186,0.1346325278310915
187,0.0131899680071919
188,0.0199180703784128
189,0.0290324590542023
190,0.017182309735876
191,0.0110167681187629
